1	49.42382
2	55.56234
3	59.03398
4	60.97356
5	61.83566
6	61.77195
7	61.31412
8	60.82055
9	59.89034
10	58.72932
11	57.36009
12	55.49528
13	53.74487
14	52.59609
15	51.72033
16	51.01644
17	50.42931
18	49.92
19	49.48941
20	49.11569
21	48.78798
22	48.49754
23	48.23758
24	48.00291
25	47.7895
26	47.59425
27	47.41471
28	47.24891
29	47.0952
30	46.95226
31	46.81887
32	46.69406
33	46.57696
34	46.46678
35	46.36284
36	46.26452
37	46.17128
38	46.08263
39	45.99814
40	45.91741
41	45.8401
42	45.76587
43	45.69445
44	45.62558
45	45.55902
46	45.49459
47	45.43208
48	45.37132
49	45.31216
50	45.25446
51	45.19809
52	45.14296
53	45.08894
54	45.03595
55	44.98391
56	44.93274
57	44.88239
58	44.83278
59	44.78386
60	44.73558
61	44.6879
62	44.64079
63	44.5942
64	44.54809
65	44.50243
66	44.45721
67	44.41239
68	44.36794
69	44.32386
70	44.28013
71	44.23672
72	44.19363
73	44.15083
74	44.10831
75	44.06607
76	44.0241
77	43.98239
78	43.94091
79	43.89967
80	43.85867
81	43.8179
82	43.77735
83	43.737
84	43.69687
85	43.65695
86	43.61722
87	43.57769
88	43.53836
89	43.49921
90	43.46027
91	43.4215
92	43.38291
93	43.3445
94	43.30627
95	43.26822
96	43.23033
97	43.19261
98	43.15506
99	43.11769
100	43.08049
101	43.04346
102	43.00658
103	42.96986
104	42.93331
105	42.89692
106	42.86068
107	42.82461
108	42.78871
109	42.75295
110	42.71734
111	42.68188
112	42.6466
113	42.61147
114	42.57649
115	42.54163
116	42.50694
117	42.49946
118	42.50264
119	42.50733
120	42.5126
121	42.51783
122	42.52277
123	42.52732
124	42.53141
125	42.53502
126	42.53813
127	42.54076
128	42.54288
129	42.5445
130	42.54564
131	42.54625
132	42.54635
133	42.54597
134	42.54508
135	42.54371
136	42.54186
137	42.53952
138	42.53668
139	42.53339
140	42.52963
141	42.52542
142	42.52077
143	42.51567
144	42.51014
145	42.50418
146	42.49778
147	42.49096
148	42.48372
149	42.47606
150	42.46799
151	42.4595
152	42.4506
153	42.4413
154	42.43159
155	42.42149
156	42.411
157	42.40014
158	42.38891
159	42.37732
160	42.36539
161	42.35312
162	42.34055
163	51.64853
164	59.99704
165	64.49384
166	67.07322
167	68.30407
168	68.61876
169	68.17889
170	67.64133
171	66.88329
172	65.76028
173	64.45649
174	62.79713
175	60.83612
176	59.51869
177	58.5365
178	57.74955
