1	65.91171
2	86.5973
3	101.21978
4	112.3874
5	121.49947
6	129.00255
7	135.32121
8	140.59906
9	145.00594
10	148.70123
11	151.69128
12	154.13126
13	156.04912
14	157.5165
15	158.47824
16	158.97948
17	159.11328
18	158.74887
19	158.00085
20	156.86964
21	155.39084
22	153.50948
23	151.34007
24	148.77054
25	145.96439
26	142.79692
27	139.58656
28	136.65472
29	133.82895
30	130.82932
31	127.75642
32	124.34087
33	121.67685
34	119.46861
35	117.54543
36	115.82899
37	114.27228
