0	51.77921
0.01	51.87733
0.02	51.9011
0.03	52.01299
0.04	52.06094
0.05	52.16822
0.06	52.27181
0.07	52.33137
0.08	52.37416
0.09	52.39837
0.1	52.42717
0.11	52.46597
0.12	52.48979
0.13	52.54661
0.14	52.60285
0.15	52.71998
0.16	52.81282
0.17	52.93641
0.18	53.0414
0.19	53.08581
0.2	53.17384
0.21	53.23166
0.22	53.30117
0.23	53.36418
0.24	53.37217
0.25	53.45326
0.26	53.46873
0.27	53.57345
0.28	53.60651
0.29	53.74374
0.3	53.73617
0.31	53.89456
0.32	53.96919
0.33	53.98122
0.34	54.06881
0.35	54.09707
0.36	54.15811
0.37	54.23081
0.38	54.30351
0.39	54.44002
0.4	54.48744
0.41	54.65282
0.42	54.77853
0.43	54.89522
0.44	55.15223
0.45	55.22829
0.46	55.28332
0.47	55.41154
0.48	55.47729
0.49	55.55322
0.5	55.54866
0.51	55.60912
0.52	55.63536
0.53	55.81909
0.54	55.91713
0.55	56.0145
0.56	56.15257
0.57	56.28424
0.58	56.41246
0.59	56.47592
0.6	56.60947
0.61	56.52213
0.62	56.66219
0.63	56.72389
0.64	56.79278
0.65	56.87988
0.66	56.94841
0.67	57.11676
0.68	57.19179
0.69	57.39131
0.7	57.62567
0.71	57.70586
0.72	57.85112
0.73	57.917
0.74	58.05244
0.75	58.17128
0.76	58.22295
0.77	58.3369
0.78	58.38131
0.79	58.54729
0.8	58.61537
0.81	58.77879
0.82	58.94413
0.83	59.1272
0.84	59.28577
0.85	59.47658
0.86	59.63857
0.87	59.71177
0.88	59.83567
0.89	59.83371
0.9	59.93999
0.91	60.0044
0.92	60.11069
0.93	60.2481
0.94	60.37295
0.95	60.54632
0.96	60.75624
0.97	60.98034
0.98	61.16646
0.99	61.39219
1	61.54646
1.01	61.69149
1.02	61.86713
1.03	62.04357
1.04	62.21361
1.05	62.36665
1.06	62.46836
1.07	62.64426
1.08	62.79987
1.09	62.91832
1.1	63.0091
1.11	63.18917
1.12	63.29331
1.13	63.43935
1.14	63.58878
1.15	63.61758
1.16	63.77177
1.17	63.84054
1.18	63.99572
1.19	64.12407
1.2	64.27057
1.21	64.4222
1.22	64.56572
1.23	64.67841
1.24	64.88201
1.25	65.01541
1.26	65.20956
1.27	65.43903
1.28	65.66542
1.29	65.80061
1.3	66.06735
1.31	66.22213
1.32	66.41157
1.33	66.59337
1.34	66.75093
1.35	66.91069
1.36	67.05193
1.37	67.20122
1.38	67.41286
1.39	67.60045
1.4	67.75669
1.41	67.84266
1.42	68.00296
1.43	68.16507
1.44	68.26973
1.45	68.43162
1.46	68.60119
1.47	68.70835
1.48	68.92535
1.49	69.05626
1.5	69.27094
1.51	69.453
1.52	69.66451
1.53	69.77616
1.54	69.90636
1.55	70.05814
1.56	70.20582
1.57	70.44936
1.58	70.60984
1.59	70.82893
1.6	70.98602
1.61	71.2145
1.62	71.39238
1.63	71.56065
1.64	71.71691
1.65	71.95944
1.66	72.09459
1.67	72.1986
1.68	72.29468
1.69	72.38584
1.7	72.48344
1.71	72.64118
1.72	72.79548
1.73	72.98155
1.74	73.18776
1.75	73.35389
1.76	73.55157
1.77	73.69959
1.78	73.90916
1.79	74.02809
1.8	74.22085
1.81	74.30645
1.82	74.4466
1.83	74.5604
1.84	74.72122
1.85	74.9588
1.86	75.12093
1.87	75.34163
1.88	75.51216
1.89	75.73542
1.9	75.92379
1.91	76.1619
1.92	76.28225
1.93	76.47184
1.94	76.54935
1.95	76.64852
1.96	76.76088
1.97	76.80901
1.98	76.96705
1.99	77.06931
2	77.21208
2.01	77.39275
2.02	77.59292
2.03	77.79516
2.037	77.91563
2.04	77.94652
2.05	78.05695
2.06	78.21877
2.07	78.35212
2.074	78.40995
2.08	78.4967
2.09	78.6067
2.1	78.76957
2.11	78.94087
2.111	78.95652
2.12	79.17397
2.13	79.45657
2.14	79.72881
2.148	79.95209
2.15	79.99251
2.16	80.13214
2.17	80.3094
2.18	80.46357
2.185	80.5864
2.19	80.7072
2.2	80.84425
2.21	80.99092
2.22	81.11508
2.222	81.14964
2.23	81.28141
2.24	81.3972
2.25	81.54269
2.259	81.62933
2.26	81.64382
2.27	81.74645
2.28	81.87908
2.29	82.04369
2.296	82.12572
2.3	82.17393
2.31	82.32338
2.32	82.4614
2.33	82.61088
2.333	82.66386
2.34	82.78466
2.35	82.90749
2.36	83.09556
2.37	83.22109
2.38	83.36588
2.39	83.55133
2.4	83.74471
2.407	83.85418
2.41	83.86705
2.42	83.95981
2.43	84.08319
2.44	84.17756
2.444	84.22994
2.45	84.3596
2.46	84.53711
2.47	84.70925
2.48	84.8698
2.481	84.89055
2.49	85.07727
2.5	85.28048
2.51	85.46186
2.518	85.61654
2.52	85.64467
2.53	85.80697
2.54	85.92703
2.55	86.04573
2.555	86.10418
2.56	86.19912
2.57	86.27279
2.58	86.39415
2.59	86.54091
2.592	86.57418
2.6	86.66835
2.61	86.78019
2.62	86.90378
2.629	87.01529
2.63	87.02728
2.64	87.17461
2.65	87.25443
2.66	87.41248
2.666	87.47571
2.67	87.5438
2.68	87.83747
2.69	87.99172
2.7	88.2071
2.703	88.25846
2.71	88.3102
2.72	88.37482
2.73	88.45206
2.74	88.48998
2.75	88.72718
2.76	88.89179
2.77	89.05542
2.777	89.16554
2.78	89.21152
2.79	89.34858
2.8	89.50085
2.81	89.71388
2.814	89.77374
2.82	89.88056
2.83	90.07653
2.84	90.21083
2.85	90.24493
2.851	90.2542
2.86	90.26473
2.87	90.31799
2.88	90.34057
2.888	90.39819
2.89	90.4272
2.9	90.53169
2.91	90.62424
2.92	90.80731
2.925	90.85738
2.93	90.90745
2.94	91.12733
2.95	91.2783
2.96	91.43865
2.962	91.46544
2.97	91.54344
2.98	91.65121
2.99	91.73825
2.999	91.85481
3	91.87141
3.01	91.99955
3.02	92.15445
3.03	92.28917
3.036	92.37732
3.04	92.43446
3.05	92.59289
3.06	92.71318
3.07	92.81898
3.073	92.86301
3.08	92.92319
3.09	93.04384
3.1	93.18462
3.11	93.2804
3.12	93.47036
3.13	93.557
3.14	93.69534
3.147	93.77607
3.15	93.80702
3.16	93.98225
3.17	94.13474
3.18	94.2671
3.184	94.28311
3.19	94.30712
3.2	94.47507
3.21	94.59375
3.22	94.74838
3.221	94.76384
3.23	94.84462
3.24	94.88441
3.25	94.94203
3.258	94.94629
3.26	94.96844
3.27	95.11577
3.28	95.27217
3.29	95.42041
3.295	95.5156
3.3	95.58241
3.31	95.70465
3.32	95.84976
3.33	95.97297
3.332	95.98495
3.34	96.0296
3.35	96.21099
3.36	96.28998
3.369	96.44543
3.37	96.45663
3.38	96.51789
3.39	96.57632
3.4	96.6174
3.406	96.65619
3.41	96.74205
3.42	96.90962
3.43	96.97568
3.44	97.15645
3.443	97.1687
3.45	97.1377
3.46	97.25462
3.47	97.26774
3.48	97.35871
3.49	97.47333
3.5	97.53676
3.51	97.66763
3.517	97.74177
3.52	97.7638
3.53	97.84142
3.54	97.89987
3.55	97.97517
3.554	98.00987
3.56	98.11788
3.57	98.26974
3.58	98.4568
3.59	98.59785
3.591	98.61014
3.6	98.67701
3.61	98.77265
3.62	98.75188
3.628	98.84985
3.63	98.87435
3.64	98.88909
3.65	98.94734
3.66	99.09869
3.665	99.16175
3.67	99.19441
3.68	99.32203
3.69	99.37893
3.7	99.43685
3.702	99.45731
3.71	99.61702
3.72	99.7593
3.73	99.95375
3.739	100.06395
3.74	100.07336
3.75	100.04854
3.76	100.14816
3.77	100.18455
3.776	100.24321
3.78	100.28233
3.79	100.26231
3.8	100.33133
3.81	100.36793
3.813	100.38351
3.82	100.38295
3.83	100.5192
3.84	100.62298
3.85	100.67891
3.86	100.8688
3.87	100.91921
3.88	101.03025
3.887	101.08181
3.89	101.11243
3.9	101.2089
3.91	101.32333
3.92	101.31516
3.924	101.36169
3.93	101.4315
3.94	101.53162
3.95	101.6389
3.96	101.85482
3.961	101.86702
3.97	101.94771
3.98	102.08018
3.99	102.26468
3.998	102.27991
4	102.28534
4.01	102.42897
4.02	102.5056
4.03	102.58664
4.035	102.63549
4.04	102.68435
4.05	102.66467
4.06	102.71651
4.07	102.76273
4.072	102.76826
4.08	102.72874
4.09	102.85303
4.1	102.82431
4.109	102.78259
4.11	102.79418
4.12	102.96005
4.13	103.14298
4.14	103.24664
4.146	103.32031
4.15	103.33374
4.16	103.24885
4.17	103.2631
4.18	103.25295
4.183	103.26298
4.19	103.31475
4.2	103.49277
4.21	103.65303
4.22	103.77612
4.23	103.93121
4.24	103.98789
4.25	104.09893
4.257	104.20462
4.26	104.2487
4.27	104.25416
4.28	104.33526
4.29	104.26165
4.294	104.25037
4.3	104.2359
4.31	104.16934
4.32	104.15823
